article_id,date,title,url,domain,tags,is_commentary,entities,relevance,event_id,burst_start_date,classification_status,summary
377.0,2025-11-22 02:00:00,JPYC、発行を控え記者会見──「平等な競争ができる社会に」岡部氏 - Yahoo!ニュース,https://news.yahoo.co.jp/articles/86610c545930214481cfd6f7d37e698a4ecbfca7,news.yahoo.co.jp,発行・資金,0.0,岡部典孝、JPYC EX、CoinDesk JAPAN,75.0,,,done,JPYC社は10月27日、円ステーブルコイン「JPYC」の発行を前に東京・大手町で記者会見を開催した。代表取締役の岡部典孝氏はグローバルでのステーブルコインの現状やJPYC発行の目的について「平等な競争ができる社会にしていきたい」と述べ、AIエージェントが決済まで含めて取引を完了させる世界を見通していると語った。
376.0,2025-11-22 02:00:00,HashPort、JPYCで支払い可能なクレジットカード発行へ - Cryptonews,https://cryptonews.com/jp/news/hashport-launches-stablecoin-credit-card-service-japan/,cryptonews.com,取扱い・対応、活用事例,0.0,HashPort、Nudge、VISA,85.0,EVT-20251121-05,2025-11-21,done,HashPortはNudgeと提携し、ステーブルコイン「JPYC」での返済に対応したクレジットカード「HashPort Card」の発行を開始した。利用者はHashPort Walletを通じてJPYCを送付して決済でき、2026年前半には自動引き落とし機能の実装が予定されており、カード利用額の0.3%相当のJPYCが還元される。
379.0,2025-11-22 02:00:00,ナッジ、「JPYC」決済・還元対応クレカ「HashPortカード」発行開始（あたらしい経済） - Yahoo!ニュース,https://news.yahoo.co.jp/articles/f10aaa83c3277dcf7d75f30d194a2c736ca2489a,news.yahoo.co.jp,取扱い・対応、提携・連携,0.0,HashPort、ナッジ、HashPortカード、VISA,85.0,EVT-20251121-05,2025-11-21,done,ナッジとハッシュポートの提携により、ステーブルコイン「JPYC」での決済・還元に対応したクレジットカード「HashPortカード」が11月21日に発行開始された。同カードはHashPort Walletと連携し、法定通貨またはJPYCでの返済が可能で、利用額の0.3%がJPYCで還元される。
378.0,2025-11-22 02:00:00,JPYC、いよいよ明日27日発行──岡部氏とJPYCの取り組みをCoinDesk JAPANの記事で振り返る - Yahoo!ニュース,https://news.yahoo.co.jp/articles/eb4155fa65614f5dc6912e7ac799060673ab7514?page=2,news.yahoo.co.jp,発行・資金、制度・規制,0.0,金融庁、JPYC EX、CoinDesk JAPAN,85.0,,,done,JPYCは2025年8月に金融庁から資金移動業者として登録を完了し、10月27日午後1時に発行・償還サービス「JPYC EX」を公開することで、日本初の円建てステーブルコイン「JPYC」の発行を開始する。この発行に向けて、複数の企業がJPYCに対応したサービスやウォレット、決済手段の開発を進めており、ステーブルコイン普及に向けた動きが加速している。
385.0,2025-11-22 13:38:21,HashPort、1inch統合を発表｜日本発Web3ウォレットが大幅進化 - 99Bitcoins,https://99bitcoins.com/jp/news/adoption/hashport-1inch-integration-japanese-web3-wallet-updated/,99bitcoins.com,取扱い・対応,0.0,HashPort Wallet、1inch、Kana Labs,65.0,EVT-20251121-02,2025-11-21,done,HashPortはWeb3ウォレット「HashPort Wallet」に分散型取引所アグリゲーター1inchのSwap APIを実装し、異なるブロックチェーン間での暗号資産交換をウォレット内で完結できるようにした。大阪・関西万博の公式デジタルウォレットから汎用Web3ウォレットへ進化し、AptosやETH、POL、JPYCなど主要チェーンに対応することで、日本市場でのDeFiアクセスの利便性が向上した。
386.0,2025-11-23 02:00:00,仮想通貨ニュース週間まとめ「金融庁・ETF・JPYC・ビットコイン」などの注目記事 - bittimes.net,https://bittimes.net/news/213884.html,bittimes.net,市場・統計、解説・論説,1.0,金融庁、バイナンスジャパン、HashPort,25.0,,,done,金融庁が暗号資産105銘柄を金融商品取引法の対象とする方針を固め、2026年の通常国会に改正案を提出する予定です。また、SBIグローバルアセットマネジメントなど国内大手6社が暗号資産を組み入れた投資信託の開発を検討しており、ハーバード大学がビットコインETFの保有比率を257%増加させるなど、機関投資家によるビットコイン買いが進んでいます。
387.0,2025-11-25 08:36:40,クリプタクト、ステーブルコイン「JPYC」総額220万円分プレゼントキャンペーンを開催 - bittimes.net,https://bittimes.net/news/214000.html,bittimes.net,取扱い・対応,0.0,クリプタクト、Polygon,65.0,EVT-20251125-01,2025-11-25,done,クリプタクトは2025年11月25日から、日本円建てステーブルコイン「JPYC」総額220万円分のプレゼントキャンペーンを実施すると発表しました。キャンペーンは有料プラン新規購入者向けの抽選・先着企画と新規無料会員登録者向けの抽選企画の3種類で構成されており、Polygonブロックチェーンのウォレットアドレス同期が参加条件となっています。
388.0,2025-11-25 09:00:00,日本初の後払い型クリプトクレジットカード「HashPortカード」 - Impress Watch,https://www.watch.impress.co.jp/docs/news/2065787.html,watch.impress.co.jp,取扱い・対応、提携・連携,0.0,HashPort、ナッジ、HashPort Wallet、Avalanche,85.0,EVT-20251121-05,2025-11-21,done,HashPortは11月21日から日本初の後払い型クリプトクレジットカード「HashPortカード」の発行を開始し、ナッジとの連携によってJPYCなどのステーブルコインでの決済・還元に対応している。本カードはHashPort Walletアプリと連携し、ウォレット内のステーブルコインで後払い決済でき、決済額の0.3%がステーブルコインで還元される特徴を持つ。
389.0,2025-11-25 17:00:00,クリプタクト、日本円建てステーブルコイン「JPYC」総額220万円分プレゼントキャンペーンを実施 | 株式会社pafinのプレスリリース - PR TIMES,https://prtimes.jp/main/html/rd/p/000000080.000031324.html,prtimes.jp,取扱い・対応,0.0,クリプタクト、株式会社pafin、Polygon,75.0,EVT-20251125-01,2025-11-25,done,株式会社pafinが運営する暗号資産損益計算サービス「クリプタクト」は、2025年10月に発行された日本円建てステーブルコイン「JPYC」総額220万円分のプレゼントキャンペーンを2025年11月25日から12月31日まで実施します。キャンペーンは有料プラン新規購入者向けの抽選・先着企画と新規無料会員登録者向けの抽選企画の3種類で、Polygonブロックチェーンのウォレットアドレス同期が参加条件となります。
390.0,2025-11-26 10:54:06,クリプタクトがJPYCを220万円分プレゼントするキャンペーンを実施中 - ニュースメディアVOIX,https://voix.jp/money/cryptocurrency/22353/,voix.jp,取扱い・対応,0.0,クリプタクト、株式会社pafin、Polygon,65.0,EVT-20251125-01,2025-11-25,done,株式会社pafinが運営する暗号資産損益計算サービス「クリプタクト」は、日本円建てステーブルコイン「JPYC」を総額220万円分プレゼントするキャンペーンを2025年11月25日から12月31日まで実施します。新規有料プラン購入者や無料会員登録者を対象に、抽選や先着順でJPYCを付与し、参加にはPolygonブロックチェーンのウォレットアドレスが必要です。
393.0,2025-11-26 17:00:00,EllipticのAMLソリューション、本邦初の金融庁承認済み円建てステーブルコイン「JPYC」の実現を支援 - PR TIMES,https://prtimes.jp/main/html/rd/p/000000011.000058672.html,prtimes.jp,提携・連携、制度・規制,0.0,Elliptic Enterprises Limited、JPYC株式会社、金融庁,85.0,EVT-20251126-01,2025-11-26,done,Elliptic Enterprises Limitedは、JPYC株式会社が金融庁の承認のもと2025年8月に取得し10月27日より発行を開始した本邦初の円建てステーブルコイン「JPYC」に対して、ウォレット・トランザクション監視等のAMLソリューションを提供し、高水準のコンプライアンス体制を構築しました。JPYCは日本円と等価で発行・償還され、銀行振込による購入後、個人および法人がデジタルウォレットで受け取ることが可能です。
392.0,2025-11-26 17:00:00,日本版ステーブルコインの“勝ち馬”に乗る！メガバンク・大手通信・商社も参戦、押さえておきたい銘柄リスト - Moomoo,http://www.moomoo.com/ja/community/feed/ride-the-winning-horse-of-the-japanese-stablecoin-megabanks-major-115619942563846,moomoo.com,競合・市場環境、実証実験、市場・統計,0.0,金融庁、メガバンク3社、多業態連合,65.0,,,done,JPYCが10月27日に国内初の円建てステーブルコインを発行開始し、メガバンク3社による共同発行実証実験も金融庁の支援を受けて進行している。現在、JPYC、3メガバンク、多業態連合など主に5陣営がステーブルコイン発行に名乗りを上げており、勝者となった陣営は大きなメリットが期待できる。
391.0,2025-11-26 17:00:00,Ellipticと、AML体制整備を通じた日本円建ステーブルコイン「JPYC」の安全性・信頼性向上を実現 - PR TIMES,https://prtimes.jp/main/html/rd/p/000000293.000054018.html,prtimes.jp,提携・連携、制度・規制,0.0,Elliptic、資金移動業登録、AMLソリューション,85.0,EVT-20251126-01,2025-11-26,done,JPYC株式会社は、Ellipticのマネーロンダリング対策ソリューションを導入し、2025年8月に金融庁から国内初の資金移動業者としての登録を取得した日本円建ステーブルコイン「JPYC」を10月27日より発行開始しました。同コインは日本円と1：1で発行・償還され、ウォレット・トランザクション監視などの高水準のコンプライアンス体制により、安全な利用環境を実現しています。
394.0,2025-11-27 00:00:00,ノーコードアプリ開発ツール「Click」のJPYC決済機能を提供開始！ | プレスリリース | ニュース - アステリア株式会社,https://jp.asteria.com/news/2025112726284/,jp.asteria.com,取扱い・対応、活用事例,0.0,アステリア株式会社、MikoSea株式会社、Click,75.0,EVT-20251127-01,2025-11-27,done,"アステリア株式会社の子会社MikoSeaが提供するノーコードアプリ開発ツール「Click」に、日本円建てステーブルコイン「JPYC」の決済機能が追加されました。これにより、Clickのユーザーは約27,000人おり、コーディング不要でECアプリや予約アプリなどにJPYC決済機能を実装でき、個人から企業まで幅広くステーブルコイン決済の利用が可能になります。"
397.0,2025-11-27 02:00:00,ステーブルコイン×デジタルアセットが変える”決済の行方”──12月10日、N.Avenueが特別ワークショップ - NADA NEWS,https://www.nadanews.com/326108/,nadanews.com,解説・論説,1.0,N.Avenue、Fireblocks、Circle,45.0,,,done,ステーブルコインとデジタルアセットが決済の新たな選択肢となる中、N.Avenueは12月10日に決済事業者向けの特別ワークショップを開催し、JPYCなどの円ステーブルコインを自社の決済モデルに組み込む具体的なステップを提示する。イベントでは決済フロー最適化や新たなビジネスモデルなど、実務レベルのユースケースを多角的に議論する予定である。
396.0,2025-11-27 02:00:00,EllipticとJPYC、金融庁承認の日本初円建ステーブルコイン「JPYC」でAML体制を強化 - NFT-TIMES,https://nft-times.jp/blockchain/132831/,nft-times.jp,提携・連携、制度・規制,0.0,Elliptic、JPYC株式会社、金融庁,85.0,EVT-20251126-01,2025-11-26,done,EllipticはJPYC株式会社が金融庁から承認を受けた日本初の円建てステーブルコイン「JPYC」に対し、ウォレットやトランザクション監視などのAMLソリューションを提供しました。JPYCは2025年8月に金融庁より国内初の円建てステーブルコイン発行承認を取得し、10月27日より発行を開始しており、今後は国内外の決済やAPAC地域を中心としたクロスボーダー決済での活用が期待されています。
395.0,2025-11-27 02:00:00,EllipticのAMLソリューション、本邦初の金融庁承認済み円建てステーブルコイン「JPYC」の実現を支援 - ニコニコニュース,https://news.nicovideo.jp/watch/nw18654353,news.nicovideo.jp,提携・連携、制度・規制,0.0,Elliptic、金融庁、資金決済法,85.0,EVT-20251126-01,2025-11-26,done,Elliptic Enterprises Limitedは、JPYC株式会社が金融庁より2025年8月に承認を取得した本邦初の円建てステーブルコイン「JPYC」に対して、ウォレット・トランザクション監視等のAMLソリューションを提供し、高水準のコンプライアンス体制を構築しました。「JPYC」は10月27日より発行開始され、日本円と等価で銀行振込による購入後、デジタルウォレットで受け取ることが可能です。
398.0,2025-11-27 17:00:00,InsureDAO開発元のPAO TECH Labs、JPYC DeFiエコシステム構想・Curator事業への参入を発表 - PR TIMES,https://prtimes.jp/main/html/rd/p/000000001.000172950.html,prtimes.jp,提携・連携、実証実験,0.0,PAO TECH Labs、Euler Finance、Morpho、IPOR Fusion、Napier Finance,95.0,EVT-20251127-02,2025-11-27,done,PAO TECH PTE. LTD.は、日本初の円建てステーブルコイン「JPYC」のDeFiエコシステム構想の推進およびCurator事業への参入を発表しました。Euler Finance、Morpho、IPOR Fusion、Napier Financeといった主要DeFiプラットフォームと連携し、JPYC建ての貸借マーケット、運用Vault、固定金利マーケット、および流動性支援を構築することで、円建てで「貸す・借りる・運用する・増やす」ができる金融インフラの実現を目指しています。
399.0,2025-11-27 20:43:43,日本円ステーブルコイン「JPYC」保有者、6万人突破｜1週間で2倍 - crypto-times.jp,https://crypto-times.jp/news-japanese-yen-stablecoin-jpyc-holders-exceed-60000/,crypto-times.jp,市場・統計,0.0,Dune,75.0,EVT-20251127-03,2025-11-27,done,日本円ステーブルコイン「JPYC」の保有者アドレス数が11月27日時点で6万4089に達し、1週間で2倍以上に急増しました。同時にJPYC総流通量は2億3474万8793円を記録し、1アドレスあたりの平均保有量の低下から、大口投資家だけでなく一般ユーザーや小口利用者が急速に流入していることが示唆されています。
400.0,2025-11-28 12:06:20,インシュアダオ開発元のPAO TECH Labs、「JPYC」のDeFiエコシステム構想を推進。キュレーター事業参入へ - あたらしい経済,https://www.neweconomy.jp/posts/521842,neweconomy.jp,提携・連携、活用事例,0.0,PAO TECH Labs、Morpho、Euler Finance,95.0,EVT-20251127-02,2025-11-27,done,PAO TECH Labsは、日本初の円建てステーブルコイン「JPYC」のDeFiエコシステム構想推進とキュレーター事業への参入を11月27日に発表した。モルフォやオイラーファイナンスなどのプラットフォーム上で、JPYC貸借マーケットの開設、運用Vaultの構築、固定金利マーケットの整備を段階的に進め、円建てのDeFi金融インフラを構築する予定である。
401.0,2025-11-28 15:52:16,日本円で利回り獲得？JPYCがレンディング大手「Morpho」に登場 - crypto-times.jp,https://crypto-times.jp/news-earn-yen-with-jpy-jpyc-now-available-on-morpho-a-major-lending-platform/,crypto-times.jp,提携・連携、活用事例,0.0,Morpho、DeFiレンディングプロトコル,75.0,EVT-20251128-01,2025-11-28,done,日本円連動型ステーブルコインであるJPYCが、暗号資産レンディングプロトコルMorphoに近日中に採用されることが発表されました。これにより、ユーザーはDeFi環境下でJPYCを貸し出して利回りを得たり、他の暗号資産を担保にJPYCを借り入れたりすることが可能になり、これまで米ドル連動型が主流だったDeFiレンディング市場に日本円建ての新たな運用手段がもたらされます。
402.0,2025-11-28 19:05:56,Secured Finance（セキュアード・ファイナンス）とは？JPYCの運用方法を徹底解説 - CoinPost,https://coinpost.jp/crypto/defi/secured-finance/,coinpost.jp,活用事例、解説・論説,1.0,Secured Finance、菊池マサカズ、JPYCマーケット,85.0,EVT-20251121-03,2025-11-21,done,Secured Financeは暗号資産を固定金利・満期付きで取引できるDeFiプロジェクトで、2025年11月にJPYC（日本円ステーブルコイン）マーケットが稼働開始しました。JPYCを貸して固定利回りを得る、または暗号資産を担保にJPYCを借りるという2つの運用方法が可能で、金利と満期が事前に決まっているため将来のリターンを予測しやすいのが特徴です。
403.0,2025-11-28 19:40:00,クリプタクト、日本円建てステーブルコイン「JPYC」総額220万円分プレゼントキャンペーンを実施 - Excite エキサイト,https://www.excite.co.jp/news/article/Prtimes_2025-11-28-31324-80/,excite.co.jp,取扱い・対応,0.0,クリプタクト、株式会社pafin、Polygon,65.0,EVT-20251125-01,2025-11-25,done,株式会社pafinが運営する暗号資産損益計算サービス「クリプタクト」は、2025年10月に日本国内で初めて発行された日本円建てステーブルコイン「JPYC」総額220万円分のプレゼントキャンペーンを2025年11月25日から12月31日まで実施する。キャンペーンは有料プラン新規購入者向けの抽選・先着企画と新規無料会員登録者向けの抽選企画の3種類で構成されており、参加にはPolygonブロックチェーンのウォレットアドレスが必要である。
404.0,2025-11-29 02:00:00,Secured Finance（セキュアード・ファイナンス）とは？JPYCの運用方法を徹底解説 - CoinPost,https://coinpost.jp/?p=669577,coinpost.jp,解説・論説、活用事例,1.0,Secured Finance、JPYCマーケット、ゼロクーポン債,85.0,EVT-20251121-03,2025-11-21,done,Secured Financeはブロックチェーン上で暗号資産を固定金利・満期付きで取引できるDeFiプロジェクトで、11月10日から日本円建ての「JPYCマーケット」が稼働しました。JPYCマーケットではゼロクーポン債の仕組みを応用した固定金利モデルにより、JPYCを貸して利回りを得たり、暗号資産を担保にJPYCを借りたりすることが可能で、満期時の受取額が事前に明確になるため資金計画が立てやすい特徴があります。
405.0,2025-11-29 17:00:00,11月29日の仮想通貨ニュース｜日本初JPYC、Morpho採用へ - Bitget,https://www.bitget.com/ja/news/detail/12560605089427,bitget.com,提携・連携、活用事例,0.0,Morpho、PAO TECH Labs、Euler Finance,95.0,EVT-20251128-01,2025-11-28,done,日本円連動型ステーブルコインJPYCが、レンディングプロトコル大手MorphoのグローバルネットワークとEuler Financeに導入され、DeFi環境でのJPYCの貸し出しや借り入れが可能になる。PAO TECH PTE. LTD.がCurator事業に参入し、両プロトコル上でJPYC貸借マーケットの構築を予定している。
406.0,2025-12-01 17:00:00,NewLo、日本円建てステーブルコイン「JPYC」とのポイント交換機能をリリース。リリースキャンペーンも開始！ - PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000158601.html,prtimes.jp,活用事例、取扱い・対応,0.0,NewLo株式会社、NewLoクエスト,75.0,EVT-20251201-01,2025-12-01,done,NewLo株式会社は、ポイントサイト「NewLoクエスト」において、NewLoポイントを日本円建てステーブルコイン「JPYC」に交換できる機能をリリースしました。ユーザーはブロックチェーン上で安全かつ即時にポイントをJPYCに交換し、より安定した価値として保持・利用できるようになります。同時に法人向けのステーブルコイン決済・ポイントシステムのソリューション提供も開始しました。
407.0,2025-12-01 17:31:14,ステーブルコインJPYCの購入方法｜6%キャッシュバックで決済も - crypto-times.jp,https://crypto-times.jp/how-to-buy-jpyc/,crypto-times.jp,活用事例、取扱い・対応,0.0,Tria、JPYC EX、HashPort Wallet,75.0,EVT-20251121-05,2025-11-21,done,JPYCは「1 JPYC = 1円」の日本円連動型ステーブルコインで、銀行振込で購入でき、Visa加盟店での決済に利用可能です。仮想通貨クレジットカード「Tria」を使用することで最大6%のキャッシュバックを受けながらJPYCで日常決済ができます。
409.0,2025-12-02 02:00:00,【墨汁うまい氏寄稿】キープレイヤーが語る、日本のステーブルコイン普及激論会──暗号屋主催イベントレポート：前編 - Yahoo!ニュース,https://news.yahoo.co.jp/articles/6e926047f1ed0f482c1312b5036cba4fac1efda7,news.yahoo.co.jp,解説・論説、競合・市場環境,1.0,暗号屋、JPYC株式会社、岡部典孝、ふくおかフィナンシャルグループ,65.0,,,done,金融庁がJPYCを認可したことで日本でもステーブルコイン普及が加速しており、福岡で開催されたイベントではJPYC株式会社代表取締役の岡部氏、周南公立大学教授の内田氏、みんなの銀行の渋谷氏が登壇した。JPYCの発行残高は2025年11月末時点で約2億円と目標の10兆円に遠く及ばない状況で、岡部氏は需要の増加で伸びると考える一方、内田氏は金融庁認可までのコストと今後のAML対応の必要性を指摘した。
408.0,2025-12-02 02:00:00,JPYCがDeFi大手と提携、円建てレンディングと固定金利を実現 - CoinPartner,https://coinotaku.com/news/articles/239602,coinotaku.com,提携・連携、活用事例,0.0,Morpho、Euler Finance、Secured Finance,85.0,EVT-20251128-01,2025-11-28,done,JPYCは、Morpho、Euler Finance、Secured Financeなどの大手DeFi企業と提携し、円建てのレンディング・固定金利サービスを提供開始しました。これにより、日本円ベースでのオンチェーン資産運用が可能になり、ドル建てが主流だったDeFi市場に円建てサービスをもたらします。
410.0,2025-12-03 02:00:00,日本円ステーブルコイン「JPYC」、Ellipticと提携｜マネロン対策強化で安全性向上 - crypto-times.jp,https://crypto-times.jp/news-japanese-yen-stablecoin-jpyc-partners-with-elliptic/,crypto-times.jp,提携・連携、制度・規制,0.0,Elliptic、金融庁、AML,85.0,EVT-20251126-01,2025-11-26,done,ブロックチェーン分析企業Ellipticは、日本の金融庁に承認された国内初の円建てステーブルコイン「JPYC」との提携を発表し、リアルタイムのマネーロンダリング対策（AML）スクリーニングおよびトランザクション監視機能を提供することで、規制に準拠した安全な運用体制を確立する。
411.0,2025-12-03 15:00:04,HashPortウォレット、Pontaポイントでステーブルコインの購入が可能に - CoinPost,https://coinpost.jp/?p=671078,coinpost.jp,取扱い・対応、提携・連携,0.0,HashPort、KDDI、Ponta、au PAY,72.0,EVT-20251203-01,2025-12-03,done,株式会社HashPortは、Web3ウォレットアプリ「HashPort Wallet」に「Pontaポイントオンランプ」と「au PAYオフランプ」の新機能を追加し、約1.2億人の会員を持つPontaポイントからUSDCやcbBTCなどのステーブルコインへの交換（月間2万ポイントまで）が可能になった。また、これらのステーブルコインを使用してau PAYギフトカードを購入し、au PAYマネーライトへチャージすることも可能となった（月間5万円相当まで）。
412.0,2025-12-04 02:00:00,日本円ステーブルコインJPYC保有アドレス、1週間で2.4万増 - crypto-times.jp,https://crypto-times.jp/news-addresses-holding-japanese-yen-stablecoin-jpyc-increased-by-24000-in-one-week/,crypto-times.jp,市場・統計、解説・論説,1.0,Dune、HashPort、Morpho,85.0,EVT-20251127-03,2025-11-27,done,日本円ステーブルコインJPYCの保有アドレス数が1週間で約2万4000増加し、12月3日時点で8万8288に達しました。総流通量も約2億3474万円から約2億5055万円に増加する一方で、1アドレスあたりの平均保有量は減少しており、少額利用者の流入が急速に進んでいることを示唆しています。
413.0,2025-12-04 17:00:00,Avacus、次世代決済ソリューション「Avacus Pay」を発表！円建てステーブルコインJPYCに対応し、いつものQR決済と同じ感覚で日常に溶け込む、新しいWeb3決済体験を提供！ | SOWAKA PTE.LTD.のプレスリリース - PR TIMES,https://prtimes.jp/main/html/rd/p/000000010.000132887.html,prtimes.jp,活用事例、提携・連携、制度・規制,0.0,Avacus、SOWAKA PTE. LTD.、JPYC株式会社、資金移動業,95.0,EVT-20251204-01,2025-12-04,done,"SOWAKA PTE. LTD.が提供するWeb3スーパーアプリ「Avacus」は、JPYC株式会社が発行する円建てステーブルコイン「JPYC」に対応した次世代決済ソリューション「Avacus Pay」を正式発表しました。本サービスはQR表示のみで導入でき、決済手数料0%、ガスレスシステムにより既存のQR決済と同じ感覚で利用できるのが特徴です。2026年Q1にパイロット導入を開始し、初年度は導入1,000店舗、月間流通額1.5億円を目標としています。"
414.0,2025-12-04 21:24:29,日本円ステーブルコイン「JPYC」がQR決済対応｜手数料大幅減なるか - crypto-times.jp,https://crypto-times.jp/news-avacus-pay-officially-launches-qr-code-payment-service-using-japanese-yen-stablecoin-jpyc/,crypto-times.jp,活用事例、取扱い・対応,0.0,SOWAKA PTE. LTD.、Avacus Pay、JPYC株式会社,85.0,EVT-20251204-01,2025-12-04,done,SOWAKA PTE. LTD.はJPYC株式会社の円建て電子決済手段「JPYC」と連携した決済ソリューション「Avacus Pay」を発表し、ガスレスシステムによりブロックチェーンを意識せずQRコード決済と同様の操作感で利用できます。導入店舗はクレジットカード決済の約2.5～3.25%の手数料コストと比較して大幅なコスト削減が見込まれ、2026年第1四半期のパイロット導入から同第2四半期の100店舗拡大を計画しています。
415.0,2025-12-05 17:00:00,10大予測シンポ：ステーブルコイン、金融秩序破壊かイノベーション起爆剤か - 日経ビジネス電子版,https://business.nikkei.com/atcl/gen/19/00814/120300023/,business.nikkei.com,競合・市場環境、解説・論説,1.0,ジーニアス法、テラUSD、USDT、USDC,35.0,,,done,日経BPが2025年11月27～28日に開催したシンポジウムで、ステーブルコインが金融秩序の「創造的破壊」の主役となりうるか議論された。米国で7月に成立した「ジーニアス法」により連邦レベルで初めて包括的な規制枠組みが導入され、テザーのUSDAとサークルのUSDCが約3000億ドル（50兆円弱）の市場規模をけん引している。
416.0,2025-12-07 02:00:00,日本円ステーブルコイン「JPYC」保有者数が急増、3日間で2.4万アドレス増 - crypto-times.jp,https://crypto-times.jp/news-the-number-of-holders-of-the-japanese-yen-stablecoin-jpyc-has-surged-increasing-by-24000-addresses-in-three-days/,crypto-times.jp,市場・統計,0.0,Dune,85.0,EVT-20251207-01,2025-12-07,done,日本円ステーブルコインJPYCの保有者数が急増し、12月3日の8万8288アドレスから12月6日には11万2395アドレスへと3日間で2万4107アドレス増加しました。同期間に総流通量も約2億5055万円から2億6287万7062円へと増加し、1アドレスあたりの平均保有量は2339円となっており、小口保有の新規ユーザーが多数参入していることが推察されます。
417.0,2025-12-07 02:00:00,日本円ステーブルコインJPYC、保有者数が10万アドレス突破 - CryptoDnes.bg,https://cryptodnes.bg/jp/jpyc-stablecoin-holders-surge-japan-crypto/,cryptodnes.bg,市場・統計,0.0,Dune、Tria,85.0,EVT-20251207-01,2025-12-07,done,日本円ステーブルコインJPYCの保有者アドレス数が急増し、12月6日時点で11万2395アドレスに達しました。11月27日の6万4089アドレスから約1週間で2万4000以上増加し、その後も3日間で同規模の増加が続いています。総流通量も11月27日の約2億3474万円から12月6日の2億6287万7062円へ増加し、小口保有の新規アドレスが多数作成されていることが示唆されています。
418.0,2025-12-07 07:00:29,JPYCの買い方・将来性｜JPYC EXで手数料無料・即日発行 - CoinPost,https://coinpost.jp/crypto/stablecoin/jpyc/,coinpost.jp,解説・論説、取扱い・対応、活用事例,1.0,JPYC EX、メタプラネット、LINE NEXT,85.0,,,done,JPYCは2025年10月27日に正式リリースされた日本初の円建てステーブルコインで、1JPYC＝1円で日本円と完全連動し、価格変動リスクがなく銀行を介さない即時送金が可能です。2026年6月時点で累計発行額は30億円を突破し、LINE NEXTのUnifiウォレットやダイナースクラブのポイント交換など日常決済への統合が進んでいます。JPYC EXを通じてマイナンバーカード認証後に日本円を入金するだけでウォレットにJPYCが即時発行され、Polygon・Avalanche・Ethereum・Kaiaの4チェーンで利用できます。
419.0,2025-12-07 13:46:21,【今週のJPYCまとめ】日本円ステーブルコイン「JPYC」保有者数が急増。QR決済対応へ - crypto-times.jp,https://crypto-times.jp/news-the-number-of-holders-of-the-japanese-yen-stablecoin-jpyc-has-surged-and-it-will-support-qr-payments/,crypto-times.jp,市場・統計、取扱い・対応、活用事例,0.0,SOWAKA PTE. LTD.、Avacus Pay、保有アドレス数,95.0,EVT-20251204-01,2025-12-04,done,日本円ステーブルコイン「JPYC」の保有者が12月3日から12月6日の3日間で2万4107アドレス増加し、11万2395アドレスに達した。また、Web3テック企業SOWAKAが「JPYC」に対応したQR決済ソリューション「Avacus Pay」を発表し、ガス代を自動処理するガスレスシステムにより、ユーザーがブロックチェーンを意識せず決済できるようになった。
420.0,2025-12-08 02:00:00,JPYCの買い方・使い方まとめ｜何ができる？今後の活用法・注意点を徹底解説 - CoinPost,https://coinpost.jp/?p=643693,coinpost.jp,解説・論説、活用事例、取扱い・対応,1.0,JPYC EX、MetaMask、Morpho,95.0,,,done,JPYC株式会社は2025年10月27日に日本初の円建てステーブルコイン「JPYC」と専用プラットフォーム「JPYC EX」を正式リリースし、2026年2月18日時点で総流通量は4億円を超えている。JPYCは日本円と1:1で連動し、MetaMaskなどのWeb3ウォレットを通じて、Polygon・Avalanche・Ethereumの3つのブロックチェーン上で送金・決済・DeFi運用などに利用可能である。
421.0,2025-12-08 02:00:00,Avacus PayでJPYC店舗決済 QRコードで手数料0％を実現する次世代Web3ソリューション - innovaTopia,https://innovatopia.jp/blockchain/blockchain-news/73734/,innovatopia.jp,活用事例、提携・連携、制度・規制、解説・論説,1.0,Avacus Pay、SOWAKA PTE. LTD.、資金移動業,95.0,EVT-20251204-01,2025-12-04,done,SOWAKA PTE. LTD.は2025年12月4日、Web3スーパーアプリ「Avacus」において、日本円建てステーブルコイン「JPYC」と連携する決済ソリューション「Avacus Pay」を発表した。本サービスはQRコード表示による支払いで決済手数料0％を実現し、レジ改修や専用端末が不要で、2026年Q1からパイロット導入を開始予定である。
422.0,2025-12-08 11:31:00,【材料】 アライドアキが一時１９％高、ＪＰＹＣとステーブルコインを活用した次世代マーケティングで連携 - かぶたん,https://kabutan.jp/news/marketnews/?b=n202512080326,kabutan.jp,提携・連携、活用事例,0.0,アライドアキ、Morpho,75.0,EVT-20251208-01,2025-12-08,done,アライドアキがJPYCとステーブルコインを活用した次世代マーケティングで連携し、従来のポイント・クーポン施策では困難だった「少額×大量×瞬時」の配布やデジタルウォレットを通じた新しい顧客体験の創出が可能になる。取り組みの第１弾として、12月19日にマーケティング担当者向けの無料オンラインセミナーを共催する予定。
